timestamp,lat,lon,alt,roll,pitch,yaw,vn,ve,vf,vl,vu,ax,ay,az,af,al,au,wx,wy,wz,wf,wl,wu,pos_accuracy,vel_accuracy,navstat,numsats,posmode,velmode,orimode
2011-09-30 12:42:41.421119021,48.985122186805,8.3939808937919,116.35473632812,0.012821,0.013427000000000001,-0.4270436732051,-1.5432671996526,3.4686508511570002,3.7963654184627003,-0.028490247853476,-0.01799757201893,0.49581810122754,0.10910632523819999,9.7926979077565,0.63120118655055,-0.025705717789722998,9.7855347393974,-0.016570289591953,-0.0073461320468343,-0.016299726482815,-0.016795717074656,-0.0071202966982103,-0.016167156336341002,0.021633307652783998,0.013453624047073998,4,8,6,6,6
2011-09-30 12:42:43.301064490,48.985088734737,8.3940897292575,116.3196105957,0.006019,0.007377,-0.4506006732051,-2.2276069989917002,4.6767533179189,5.1801002976521,-0.028880005356243996,0.0072921356193215,0.42085726861111,-0.021391077014691,9.8660793284292,0.49489138621422,-0.08568800165943902,9.8623085965963,-0.0087248245331985,-0.002352750041276,-0.0091102484630001,-0.0087929880915209,-0.0022934267115479,-0.0090601056035495,0.024698178070457,0.015620499351812998,4,8,6,6,6
2011-09-30 12:42:43.311183442,48.985088529862004,8.394090373966,116.31884765625,0.005959000000000001,0.007398999999999999,-0.4506206732051,-2.2302909491429,4.680930320231,5.185026613818,-0.028691067887306,0.0075933152764233,0.41543367831944006,0.0046325845375125,9.8510524291648,0.48920049745039,-0.058749404538957,9.8474901962269,-0.0083251008532187,-0.0017013375350846,-0.0081472111935501,-0.0083859872516075,-0.0016485135623502,-0.0080960672224447,0.024698178070457,0.015620499351812998,4,8,6,6,6
2011-09-30 12:42:43.321045164,48.985088327398,8.3940910181738,116.31893920898001,0.005828,0.007279000000000001,-0.4507156732051,-2.2330373067715,4.6852907721964,5.1901452538377,-0.028539036382436003,0.0078043179849598,0.43485362657153004,0.0059626968568857,9.8403045647901,0.50823070569448,-0.05646113133209801,9.8366297517137,-0.0090338357252359,-0.0032416369048219,-0.0083351295145176,-0.0090958765988487,-0.0031884886019994,-0.0082878111614746,0.024698178070457,0.015620499351812998,4,8,6,6,6
2011-09-30 12:42:43.331030472,48.985088125456,8.3940916605153,116.31903839111,0.0057020000000000005,0.007271,-0.4507786732051,-2.2357167107557996,4.689882156366901,5.1954427354082,-0.028534158167067003,0.0078486702872158,0.4542855825858,0.019918292328353,9.8223938800716,0.52725631144997,-0.041456443755815,9.8186771564223,-0.0095552603664505,-0.0028768913690986,-0.0080223600873399,-0.0096147669352159,-0.0028263677405189,-0.0079691483254704,0.024698178070457,0.015620499351812998,4,8,6,6,6
2011-09-30 12:42:43.341051069,48.985087919909,8.3940923074131,116.31829071045,0.005536999999999999,0.007215999999999999,-0.4508826732051,-2.2384292041424,4.6944148329119,5.2007017410505005,-0.02849453044243,0.0076763697441334,0.45076274519792997,0.0140955484791,9.802909798060801,0.52327697920018,-0.04612299847552599,9.799208454150401,-0.010587971311482999,-0.0033048576637338,-0.0084660060742389,-0.010650406499613001,-0.0032527800116384,-0.0084076723519154,0.024698178070457,0.015620499351812998,4,8,6,6,6
2011-09-30 12:42:43.351056485,48.985087716420004,8.3940929533161,116.31838226318001,0.005452,0.007109000000000001,-0.4509636732051,-2.241424823521,4.6988376079751,5.2059852902962,-0.028151803331811,0.0077249142825134,0.45388833341824003,-0.017178783792765,9.823353328351699,0.52612093375746,-0.076492352817078,9.819485494218698,-0.01026577561476,-0.0044126290141738,-0.0083916051631031,-0.010327374293984,-0.0043618213447807,-0.008341715622618,0.024698178070457,0.015620499351812998,4,8,6,6,6
2011-09-30 12:42:43.361009505,48.98508751407601,8.3940935980291,116.31848144531,0.005442,0.006997,-0.4510076732051,-2.2442860999929,4.7033019667788,5.2112479391829005,-0.027918829995874,0.0079911771401364,0.4521050834055,-0.0029769662238503,9.845110329098999,0.52396370731939,-0.06153083678907299,9.8413632910954,-0.0088774092725464,-0.0054277346620477,-0.0077763643886376,-0.0089343307628442,-0.0053810214009273,-0.007741998927268,0.024698178070457,0.015620499351812998,4,8,6,6,6
2011-09-30 12:42:43.371002365,48.985087307944,8.394094246600599,116.31781005859,0.005361,0.007004000000000001,-0.4510866732051,-2.2468981849938996,4.707696671762,5.2163393273111,-0.027882480281097,0.008322500569116001,0.43356432089468,0.014584578709727,9.8529837797341,0.50504176935946,-0.043145574130697,9.8494876799242,-0.0087532978816645,-0.0045385744627405,-0.007881909730342,-0.008810557602008,-0.0044920501092119,-0.0078437902862621,0.024698178070457,0.015620499351812998,4,8,6,6,6
2011-09-30 12:42:43.381040589,48.985087104152,8.3940948945815,116.31789398193001,0.005302,0.006942,-0.4511896732051,-2.2494784572449,4.7121971709977,5.2215119942555,-0.027942214650416002,0.0084691254837486,0.44387467276048,0.022281891903267997,9.833876212774,0.51475609589683,-0.034523610391495006,9.830378239972301,-0.0083163031994148,-0.0047892882933295,-0.0082281232707907,-0.0083755977514127,-0.0047416254310368,-0.0081945209575021,0.024698178070457,0.015620499351812998,4,8,6,6,6
